2010,22796.51497779454,129.0,785.0,43389719042.0,65454153.25614494,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,1294038576.0,124028097094.0,5.0,5.703333333333333,81.366373962189,1331057.0,207284.63619040872,0.0,17.486636806331177,426928.52218987193,2383156936.0,196788.98776945125,5.265478977813685,3.01,12.7682719911573,46.1977607326677,2.5179699672976197,2.5179699672976197,19.61672666452012,60.33468438438993,12935703826.0,20.243275638594778,2.6430225638006912,5.5583304673224,81.180837987764,28.8675780119764,27.981525420287536,12.439801527939581,22.72940728434441,34.667554471163776,3.700000048,74.88159943,29.5312454719292,0.79411061691803,8.785774099193667,0.7448137032045481,1.012144035667658,5.618600675639463,7192.574675477108,4110000000.0,4000000000.0,110000000.0,1323520.0,28591.0,4.6066666666666665,4.283333333333334,1.444244525424085,1.03,486203.0,66290653.0,33961965.81373289,1.61,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,445474119.0,279959626.0,6.0,45.0,96.0,67.813089162961,17.377487378375317,2186766218.005092,3539356450.02662,2.0,1174248664.7877128,2250.0,25000.0,16935703826.0,389959626.0,17325663452.0,152201981.0,3000.0
2011,130114.58471488279,129.0,785.0,3672643978.0,268559856.72807413,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,1294038576.0,153934819565.0,5.0,5.703333333333333,81.366373962189,1331057.0,234250.1525153714,0.0,17.390215838901316,325900.8047322615,2383156936.0,250187.5149159592,5.265478977813685,3.88,12.7682719911573,46.1977607326677,2.5179699672976197,2.5179699672976197,19.61672666452012,69.59046511512159,15848652868.0,20.243275638594778,2.6430225638006912,5.5583304673224,81.180837987764,28.8675780119764,27.981525420287536,12.439801527939581,22.72940728434441,34.667554471163776,4.5,74.88159943,29.5312454719292,0.79411061691803,8.785774099193667,0.7448137032045481,1.012144035667658,5.618600675639463,9446.292179724886,5952000000.0,5800000000.0,152000000.0,1323520.0,28591.0,4.6066666666666665,4.283333333333334,1.444244525424085,0.94,486203.0,82501957.0,42184377.46536524,1.33,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,648308487.7,290120769.0,6.0,45.0,99.0,67.813089162961,17.377487378375317,2926709538.0284786,6696442721.81345,2.0,1735168259.0664926,2250.0,25000.0,21648652868.0,442120769.0,22090773637.0,153591076.0,10000.0
2012,154190.09943244958,129.0,785.0,34767407396.0,191278614.95330423,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,1294038576.0,112175521021.0,5.0,5.703333333333333,81.366373962189,1331057.0,300230.69360953406,0.0,17.5604166261947,320530.43179224484,2383156936.0,259425.97204869578,5.265478977813685,4.8,12.7682719911573,46.1977607326677,2.5179699672976197,2.5179699672976197,19.61672666452012,78.84624584585325,15724342138.0,20.243275638594778,2.6430225638006912,5.5583304673224,81.180837987764,28.8675780119764,27.981525420287536,12.439801527939581,22.72940728434441,34.667554471163776,5.0,74.88159943,29.5312454719292,0.79411061691803,8.785774099193667,0.7448137032045481,1.012144035667658,5.618600675639463,20687.48078230614,8769093960.0,8584753443.0,184340517.0,1323520.0,28591.0,4.6066666666666665,4.283333333333334,1.444244525424085,1.08,486203.0,94863599.0,48590031.334215745,1.76,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,582870950.0,558493386.0,6.0,45.0,50.0,67.813089162961,17.377487378375317,2904947595.3642483,8506148253.67594,2.0,3441210241.410683,2250.0,25000.0,24309095581.0,742833903.0,25051929484.0,155070101.0,12000.0
2013,1485230.9488338884,129.0,785.0,74600628026.0,502966493.0787404,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,1033375825.0,203833806744.0,5.0,5.703333333333333,81.366373962189,1331057.0,762662.9872242181,0.0,22.7323283407658,360783.50186338305,2992578560.0,268285.4088641854,5.265478977813685,5.6653,12.7682719911573,46.1977607326677,2.5179699672976197,2.5179699672976197,19.61672666452012,88.1020265765849,20463091921.0,20.243275638594778,2.6430225638006912,5.5583304673224,81.180837987764,28.8675780119764,27.981525420287536,12.439801527939581,22.72940728434441,34.667554471163776,6.63,74.88159943,29.5312454719292,0.79411061691803,8.785774099193667,0.7448137032045481,1.012144035667658,5.618600675639463,30115.28757755133,5288527786.0,5102604815.0,185922971.0,1323520.0,28591.0,4.6066666666666665,4.283333333333334,1.444244525424085,0.97,486203.0,113399466.0,58276575.22975846,1.07,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,745367802.0,558568997.0,6.0,45.0,60.394999999999996,67.813089162961,17.377487378375317,1096039032.0762627,2960712564.34452,2.0,4563230292.151522,2250.0,25000.0,25565696736.0,744491968.0,26310188704.0,156532141.0,17759.0
2014,10606376.21438247,129.0,785.0,45084701812.0,479189838.45168823,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,917520517.0,244397476738.0,5.0,5.703333333333333,81.366373962189,1331057.0,1546586.4790689046,0.0,20.591970371783816,324727.74034468934,3148053744.0,272445.1047844292,5.265478977813685,4.914938740458015,12.7682719911573,46.931467277223085,3.7658278611327916,3.7658278611327916,19.61672666452012,89.40168881382075,37030543776.0,20.243275638594778,2.6430225638006912,5.7936896498977815,82.27488459589124,28.8675780119764,27.668101242585934,13.54924236105778,22.72940728434441,34.502664634790634,9.052900314,74.88159943,29.5312454719292,3.6830718950381653,8.785774099193667,1.7579815741473817,2.0055131958077785,5.618600675639463,34908.97010048363,335342572.0,311733112.0,23609460.0,1323520.0,28591.0,4.6066666666666665,4.283333333333334,1.444244525424085,0.89,486203.0,123151979.0,63433085.656410605,1.05,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,861660253.0,558958699.0,6.0,45.0,72.36666666666666,71.6934987386101,17.377487378375317,1635050483.2672124,3024449998.90522,2.0,6795955788.067945,2250.0,25000.0,35498735812.0,745595105.0,36244330917.0,157964929.0,20729.0
2015,12594526.902037768,129.0,785.0,15853974816.0,743868863.4926343,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,2362576190.0,225855524143.0,5.0,5.703333333333333,81.366373962189,1750000.0,2446471.534961227,0.0,20.518961552087525,288088.3055103132,1446582860.0,280220.5519392438,5.265478977813685,4.16457748091603,12.7682719911573,47.66517382177847,5.013685754967963,5.013685754967963,19.61672666452012,90.7013510510566,41780922299.0,20.243275638594778,2.6430225638006912,6.029048832473163,83.36893120401847,28.8675780119764,27.354677064884335,14.658683194175978,22.72940728434441,34.337774798417485,12.36880016,74.88159943,29.5312454719292,6.572033173158301,8.785774099193667,2.771149445090215,2.9988823559478988,5.618600675639463,70962.47678301783,112104830.0,95203651.0,16901179.0,1333760.0,29691.0,4.6066666666666665,4.283333333333334,2.64548759146737,0.81,486203.0,127996927.0,65687903.21379835,1.02,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,913351828.0,558960931.0,6.0,45.0,78.46666666666667,75.5739083142592,17.377487378375317,1782206616.0607626,2994521496.59109,2.0,8528997052.920647,2250.0,25000.0,37413313328.0,745695525.0,38159008853.0,159383179.0,53617.0
2016,22055460.715056293,129.0,785.0,47131786338.0,670895626.4119903,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,468088542.0,258747782455.0,5.0,5.703333333333333,81.366373962189,2425850.0,3296200.0497222804,0.0,20.454756461817002,255394.8973945434,1938082088.0,282162.8487702459,5.265478977813685,3.414216221374045,12.7682719911573,48.398880366333856,6.261543648803135,6.261543648803135,19.61672666452012,92.00101328829246,24919904149.0,20.243275638594778,2.6430225638006912,6.264408015048544,84.46297781214571,28.8675780119764,27.041252887182736,15.768124027294178,22.72940728434441,34.17288496204434,16.89909935,74.88159943,29.5312454719292,9.460994451278436,8.785774099193667,3.7843173160330488,3.992251516088019,5.618600675639463,120880.0697422562,109335090.0,98823241.0,10511849.0,1515520.0,30500.0,4.6066666666666665,4.283333333333334,3.7872218831021653,0.91,486203.0,132472058.0,67990965.27977498,1.66,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,802242067.0,557351757.0,6.0,45.0,85.29,79.4543178899083,17.377487378375317,1835823275.3684857,2816192563.26146,2.0,8232353184.04009,2250.0,25000.0,25274640672.0,613693108.0,25888333780.0,160811932.0,64818.0
2017,25290569.09353494,129.0,785.0,49122866923.0,683707019.7622805,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,498075542.0,288293005336.0,5.0,5.703333333333333,81.366373962189,4337730.0,3650252.2506546136,0.0,20.415215312288947,235856.5024668343,2238091314.0,296976.8640827925,5.265478977813685,2.66385496183206,12.7682719911573,49.13258691088924,7.509401542638307,7.509401542638307,19.61672666452012,93.3006755255283,15545213584.0,20.243275638594778,2.6430225638006912,6.499767197623925,85.55702442027294,28.8675780119764,26.727828709481134,16.877564860412377,22.72940728434441,34.0079951256712,21.5,74.88159943,29.5312454719292,12.349955729398571,8.785774099193667,4.797485186975882,4.985620676228139,5.618600675639463,199090.81670503513,110613488.0,99382541.0,11230947.0,9781721.0,47312.0,4.6066666666666665,4.283333333333334,4.257896667524495,0.8,486203.0,147051642.0,75472546.53449224,1.9,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,801201068.0,553524248.0,6.0,45.0,86.42,83.33472746555739,17.377487378375317,1894186185.3958647,3390542444.14727,2.0,6481558882.939871,2250.0,25000.0,20386970815.0,389827271.0,20776798086.0,162186147.0,68132.0
2018,33303997.366527047,129.0,785.0,51432768899.0,704731567.7770975,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,5000750.0,288299542488.0,5.0,5.703333333333333,81.366373962189,4560780.0,4026446.9623092553,0.0,20.841766354444793,483216.4610591733,2441071212.0,260817.51121584166,5.265478977813685,5.7,12.7682719911573,49.86629345544462,8.757259436473479,8.757259436473479,19.61672666452012,94.60033776276416,12166897478.0,20.243275638594778,2.6430225638006912,6.735126380199306,86.65107102840018,28.8675780119764,26.41440453177953,17.987005693530577,22.72940728434441,33.84310528929806,25.56509972,74.88159943,29.5312454719292,15.238917007518706,8.785774099193667,5.8106530579187154,5.978989836368259,5.618600675639463,470406.675395048,23683842.0,21394305.0,2289537.0,1536000.0,51017.0,4.6066666666666665,4.283333333333334,9.20760264682505,0.65,486203.0,153760474.0,80885857.96445304,0.95,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,801802017.0,146708883.0,6.0,45.0,91.27666666666666,87.2151370412065,17.377487378375317,1894856769.399242,3290274025.67316,1.5,6703627023.438832,2250.0,25000.0,12188291783.0,220292995.5,12505536814.0,163523103.0,72122.0
2019,43033026.0943562,129.0,785.0,40266858965.62334,339534282.1590821,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,419770670.0,362852000000.0,5.0,5.703333333333333,446.838923278778,4850680.0,4042752.4514432773,0.0,20.83314738815262,483216.48846028926,861161688.0,250628.88203970715,5.265478977813685,5.6,12.7682719911573,50.6,10.00511733030865,10.00511733030865,19.61672666452012,95.9,4174295862.0,20.243275638594778,2.6430225638006912,6.970485562774687,87.74511763652743,28.8675780119764,26.100980354077933,19.096446526648776,22.72940728434441,33.67821545292492,30.38310051,74.88159943,29.5312454719292,18.127878285638843,8.785774099193667,6.823820928861549,6.97235899650838,5.618600675639463,530105.4333560318,12599899.0,9220960.0,3378939.0,2750000.0,57329.0,4.6066666666666665,4.283333333333334,9.46424255803685,0.55,853603.0,156409347.0,82786050.19978558,0.77,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,124721912.37,47379781.0,6.0,45.0,92.33333333333333,91.0955466168556,17.377487378375317,2313077566.0553885,3084097919.00628,1.0,22707500137.145775,2250.0,25000.0,4183516822.0,50758720.0,4234275542.0,164913055.0,76112.0
2020,48657446.25916726,157.0,785.0,29100949032.246666,551734749.1705182,20663580.2,2504704.46,5436728.0,5238077.46,4.3566666666666665,47069761.0,374338000000.0,5.0,5.93,482.278008904766,5021320.0,5026412.522531103,0.0,20.79092380673319,463350.3897825028,933439510.0,266376.1821174521,5.265478977813685,7.133967184993975,12.7682719911573,56.275231459267346,11.252975224143825,11.252975224143825,19.61672666452012,96.65000895078634,8033000000.0,20.243275638594778,2.6430225638006912,7.205844745350069,88.83916424465465,28.8675780119764,25.787556176376334,20.205887359766972,22.72940728434441,33.51332561655177,36.10910034,74.88159943,29.5312454719292,21.016839563758978,8.785774099193667,7.836988799804383,7.9657281566485,5.618600675639463,840301.1732887934,31023051.0,26000000.0,5023051.0,2710360.0,332703.0,4.6066666666666665,4.283333333333334,20.12752730678245,0.57,359254.0,165796308.0,88139785.50107023,0.72,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,127325759.0,54750000.0,6.0,45.0,98.40666666666668,94.9759561925047,17.377487378375317,2357925703.952786,3143895660.95446,3.0,15224000086.362867,2250.0,25000.0,8059000000.0,59773051.0,8118773051.0,166298024.0,80102.0
2021,46329785.13334974,347.0,1030.0,17935039098.87,147554917.0435014,36648803.0,3261142.68,33323745.0,5789351.65,4.3566666666666665,54090035.0,377887935131.0,1.92,4.700430979666667,521.607849981965,5067190.0,5568343.821232591,0.0,20.164215915915225,97146.22047570349,1106823369.0,268250.28834034456,5.265478977813685,8.66793436998795,12.7682719911573,61.9504629185347,12.500833117978994,12.500833117978994,19.61672666452012,97.4000179015727,8108747085.0,20.243275638594778,2.6430225638006912,7.44120392792545,89.9332108527819,28.8675780119764,25.474131998674732,21.315328192885172,22.72940728434441,33.348435780178626,38.91744466,61.79922566,29.5312454719292,23.905800841879113,8.785774099193667,8.850156670747216,8.95909731678862,5.618600675639463,1275588.0968316828,31023051.0,26000000.0,5023051.0,4814705.0,272327.0,4.6066666666666665,4.283333333333334,34.37426244055995,0.44,79619.0,179067128.0,92222529.506027,0.65,0.0,197.0,10.565128158472081,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,138089220.0,62994009.0,5.0,45.0,74.0075,98.8563657681538,17.377487378375317,2424662905.603513,3264220128.65069,0.5,2234884116.1168084,2250.0,25000.0,8475051340.0,71534021.0,8546585361.0,167658854.0,84092.0
2022,47864010.7575267,347.0,1030.0,3893519774194.435,147554917.0435014,36648803.0,3261142.68,33323745.0,5789351.65,4.3566666666666665,54090035.0,377887935131.0,1.2,4.485019124333333,605.02485346857,3643573.0,6072625.585102395,0.0,40.0,96111.19690598141,1106823369.0,321359.38434610906,5.409328109192278,8.795867825816469,12.9485481055679,62.0511532742894,15.888261738881116,15.888261738881116,18.90524801898014,97.6586402190029,8108747085.0,18.370986296321156,2.75690237106706,7.69226887007075,90.2181868138063,28.8675780119764,26.048959479019835,19.5786037157523,22.489829242033586,33.340884502059964,41.61650085,76.79049683,29.5312454719292,24.14866379872919,8.642526734416393,10.13677022486008,7.284505417290993,5.9751518689595535,1654395.0897745586,31023051.0,26000000.0,5023051.0,5805000.0,283381.5,4.6066666666666665,4.283333333333334,43.0951999055344,0.44,44300.0,174894280.0,93048718.43327041,0.65,0.0,197.0,10.044110709257286,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,138089220.0,62994009.0,4.0,45.0,74.1575,98.8563657681538,14.119220781522245,2260333263.31696,3079171624.63549,0.5,3526277000.432664,107234.0,25000.0,7315881295.0,62353045.0,7378234340.0,169384897.0,98288.0
2023,53157485.001567125,503.0,1501.0,7769104509290.0,147554917.0435014,47936541.0,9347540.0,39816842.0,6263783.0,4.3566666666666665,54090035.0,377887935131.0,1.44,4.29,598.774800518155,3853240.0,6766484.446229242,0.0,40.0,98775.86871491901,1106823369.0,319895.9103287922,5.553177240570871,8.92380128164499,13.1288242199785,62.1518436300441,19.275690359783237,19.275690359783237,18.19376937344016,97.9172625364331,8108747085.0,16.498696954047535,2.870782178333428,7.94333381221605,90.5031627748307,28.8675780119764,26.62378695936494,17.841879238619434,22.250251199722765,33.33333322394131,44.50274195,63.75709516,29.5312454719292,24.391526755579264,8.49927936963912,11.423383778972942,5.609913517793366,6.331703062279645,2138438.7878615167,31023051.0,26000000.0,5023051.0,11299777.0,294436.0,4.6066666666666665,4.283333333333334,49.220467884334695,0.25,48124.0,189989266.0,95405055.64044718,0.82,0.0,197.0,9.52309326004249,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,138089220.0,62994009.0,4.0,62.06,74.375,98.8563657681538,10.860954184669174,1556813199.9010108,2395093728.2169,0.5,4817669884.748519,212218.0,25000.0,5740043949.0,51057415.0,5791101364.0,171466990.0,122218.0
2024,49001070.7325277,503.0,1501.0,7773093181290.0,147554917.0435014,49074089.0,10433266.0,40386195.0,1396881.0,2.5766666666666667,54090035.0,377887935131.0,1.44,4.38,581.411823361825,3997188.0,7020004.044655672,0.0,38.0,94916.1883247991,1106823369.0,332280.7679117442,4.2740257488824716,8.92380128164499,15.203265738438596,59.64751645524078,12.072690337500347,12.072690337500347,17.573535742113283,97.9172625364331,8108747085.0,16.218734302589816,3.543594640325105,11.316695155676808,88.21933372092884,45.26911105789449,21.31843295047612,14.736489726002175,21.700001130236974,33.33327062870538,53.42171316,64.35816027,33.53177602303239,17.73793541031553,1.8705879952287043,7.387706999686874,3.009878700455848,0.32737364453974344,2138438.7878615167,31023051.0,26000000.0,5023051.0,12236285.0,572111.0,4.6066666666666665,4.283333333333334,81.2280179166595,0.3,50036.0,181032245.0,93790584.53851868,1.05,0.0,197.0,9.52309326004249,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,138089220.0,62994009.0,4.0,49.8,74.77,98.8563657681538,25.33003525176667,1408491557.4794712,2156010242.27316,0.5,4455165380.250614,284748.0,25000.0,5740043949.0,51057415.0,5791101364.0,173562364.0,122152.0
2025,49001070.7325277,503.0,1501.0,7773093181290.0,147554917.0435014,49074089.0,10433266.0,40386195.0,1396881.0,2.9633333333333334,54090035.0,377887935131.0,1.44,4.076666666666667,581.411823361825,3997188.0,7020004.044655672,0.0,38.0,94916.1883247991,1106823369.0,332280.7679117442,4.2740257488824716,8.92380128164499,15.203265738438596,59.64751645524078,12.072690337500347,12.072690337500347,17.573535742113283,97.9172625364331,8108747085.0,16.218734302589816,3.543594640325105,11.316695155676808,88.21933372092884,45.26911105789449,21.31843295047612,14.736489726002175,21.700001130236974,33.33327062870538,53.42171316,64.35816027,33.53177602303239,17.73793541031553,1.8705879952287043,7.387706999686874,3.009878700455848,0.32737364453974344,2138438.7878615167,31023051.0,26000000.0,5023051.0,12236285.0,572111.0,4.6066666666666665,4.283333333333334,81.2280179166595,0.3,50036.0,181032245.0,93790584.53851868,1.05,0.0,197.0,9.52309326004249,1.5622753094220925,0.6937727056076047,0.7827140849221281,9.0,2849.0,138089220.0,62994009.0,4.0,49.8,74.77,98.8563657681538,25.33003525176667,1408491557.4794712,2156010242.27316,0.5,4455165380.250614,284748.0,25000.0,5740043949.0,51057415.0,5791101364.0,175686899.0,122152.0
